con,locus,end,L,sym,cid,orth,rna
700unitig_12,100177.4.peg.485,528283,1430,,230,1,
700unitig_12,100177.4.peg.486,530221,1358,,266,1,
700unitig_12,100177.4.peg.487,530820,593,,984,1,
700unitig_12,100177.4.peg.488,532118,1274,,295,1,
700unitig_12,100177.4.peg.489,534510,2408,,52,1,
700unitig_12,100177.4.peg.49,49964,428,,1189,1,
700unitig_12,100177.4.peg.490,534702,152,,1836,1,
700unitig_12,100177.4.peg.491,534763,-626,,944,1,
700unitig_12,100177.4.peg.492,535558,-1343,,259,1,
700unitig_12,100177.4.peg.493,537391,368,,1264,1,
700unitig_12,100177.4.peg.494,537413,-437,,1157,1,
700unitig_12,100177.4.peg.495,538933,962,,514,1,
700unitig_12,100177.4.peg.496,538911,-1667,,161,1,
700unitig_12,100177.4.peg.497,541359,554,,1056,1,
700unitig_12,100177.4.peg.498,541419,-1217,,320,1,
700unitig_12,100177.4.peg.499,542662,-3374,,20,1,
700unitig_12,100177.4.peg.5,1880,251,,261,1,
700unitig_12,100177.4.peg.50,50384,416,,1222,1,
700unitig_12,100177.4.peg.500,547095,962,,549,1,
700unitig_12,100177.4.peg.501,549156,2054,,79,1,
700unitig_12,100177.4.peg.502,549252,-545,,1069,1,
700unitig_12,100177.4.peg.503,549800,-1271,,314,1,
700unitig_12,100177.4.peg.504,551882,725,,816,1,
700unitig_12,100177.4.peg.505,551912,-1865,,116,1,
700unitig_12,100177.4.peg.506,554790,923,,593,1,
700unitig_12,100177.4.peg.507,555220,275,,-1,,
700unitig_12,100177.4.peg.508,555452,-1832,,124,1,
700unitig_12,100177.4.peg.509,557281,-3509,,15,1,
700unitig_12,100177.4.peg.51,51245,719,,712,1,
700unitig_12,100177.4.peg.510,560796,-3239,,24,1,
700unitig_12,100177.4.peg.511,564039,-1445,,215,1,
700unitig_12,100177.4.peg.512,567056,1436,,229,1,
700unitig_12,100177.4.peg.513,568713,1352,,275,1,
700unitig_12,100177.4.peg.514,570158,1355,,252,1,
700unitig_12,100177.4.peg.515,570204,-1046,,461,1,
700unitig_12,100177.4.peg.516,571283,-791,,743,1,
700unitig_12,100177.4.peg.517,572078,-809,,705,1,
700unitig_12,100177.4.peg.518,572887,-1043,,475,1,
700unitig_12,100177.4.peg.519,574009,-839,,600,1,
700unitig_12,100177.4.peg.52,51954,686,,876,1,
700unitig_12,100177.4.peg.520,575716,614,,770,1,
700unitig_12,100177.4.peg.521,577306,1544,,190,1,
700unitig_12,100177.4.peg.522,577338,-980,,499,1,
700unitig_12,100177.4.peg.523,578315,-527,,1087,1,
700unitig_12,100177.4.peg.524,578943,-1688,,154,1,
700unitig_12,100177.4.peg.525,582459,1637,,163,1,
700unitig_12,100177.4.peg.526,582821,296,,1382,1,
700unitig_12,100177.4.peg.527,583150,314,,1327,1,
700unitig_12,100177.4.peg.528,584986,1760,,141,1,
700unitig_12,100177.4.peg.529,585869,899,,610,1,
700unitig_12,100177.4.peg.53,53108,1100,,402,1,
700unitig_12,100177.4.peg.530,587039,1142,,376,1,
700unitig_12,100177.4.peg.531,587036,-830,,674,1,
700unitig_12,100177.4.peg.532,589107,1133,,380,1,
700unitig_12,100177.4.peg.533,589094,-686,,820,1,
700unitig_12,100177.4.peg.534,590677,746,,788,1,
700unitig_12,100177.4.peg.535,590745,-1565,,177,1,
700unitig_12,100177.4.peg.536,592383,-872,,640,1,
700unitig_12,100177.4.peg.537,593718,356,,1266,1,
700unitig_12,100177.4.peg.538,594159,431,,1229,1,
700unitig_12,100177.4.peg.539,594628,449,,1174,1,
700unitig_12,100177.4.peg.54,53100,-1601,,156,1,
700unitig_12,100177.4.peg.540,594637,-710,,867,1,
700unitig_12,100177.4.peg.541,596349,959,,558,1,
700unitig_12,100177.4.peg.542,597340,998,,501,1,
700unitig_12,100177.4.peg.543,597881,551,,1060,1,
700unitig_12,100177.4.peg.544,598976,1016,,391,1,
700unitig_12,100177.4.peg.545,601641,2594,,42,1,
700unitig_12,100177.4.peg.546,603049,1400,,242,1,
700unitig_12,100177.4.peg.547,603547,485,,1136,1,
700unitig_12,100177.4.peg.548,604027,440,,1181,1,
700unitig_12,100177.4.peg.549,604068,-515,,1105,1,
700unitig_12,100177.4.peg.55,54945,167,,1547,1,
700unitig_12,100177.4.peg.550,604580,-1046,,467,1,
700unitig_12,100177.4.peg.551,605620,-863,,650,1,
700unitig_12,100177.4.peg.552,606480,-662,,877,1,
700unitig_12,100177.4.peg.554,608998,1610,,175,1,
700unitig_12,100177.4.peg.555,610150,1151,,377,1,
700unitig_12,100177.4.peg.556,611048,926,,588,1,
700unitig_12,100177.4.peg.557,613468,2264,,64,1,
700unitig_12,100177.4.peg.558,615399,1901,,105,1,
700unitig_12,100177.4.peg.559,615444,-1067,,441,1,
700unitig_12,100177.4.peg.56,54972,-1748,,143,1,
700unitig_12,100177.4.peg.560,617828,1223,,303,1,
700unitig_12,100177.4.peg.561,618876,1064,,432,1,
700unitig_12,100177.4.peg.562,620140,1274,,300,1,
700unitig_12,100177.4.peg.563,621056,938,,580,1,
700unitig_12,100177.4.peg.564,622000,953,,559,1,
700unitig_12,100177.4.peg.565,622887,893,,619,1,
700unitig_12,100177.4.peg.566,623011,-467,,1155,1,
700unitig_12,100177.4.peg.567,624094,530,,825,1,
700unitig_12,100177.4.peg.568,626181,2009,,87,1,
700unitig_12,100177.4.peg.569,627649,1208,,342,1,
700unitig_12,100177.4.peg.57,56800,-986,,513,1,
700unitig_12,100177.4.peg.570,629046,1334,,276,1,
700unitig_12,100177.4.peg.571,629319,260,,1433,1,
700unitig_12,100177.4.peg.572,629568,248,,1454,1,
700unitig_12,100177.4.peg.573,630072,500,,1118,1,
700unitig_12,100177.4.peg.574,630788,719,,827,1,
700unitig_12,100177.4.peg.575,631131,365,,1288,1,
700unitig_12,100177.4.peg.576,631978,539,,1077,1,
700unitig_12,100177.4.peg.577,632471,491,,1122,1,
700unitig_12,100177.4.peg.578,632716,182,,1658,1,
700unitig_12,100177.4.peg.579,632983,242,,1432,1,
700unitig_12,100177.4.peg.58,57815,-1844,,119,1,
700unitig_12,100177.4.peg.580,633720,737,,804,1,
700unitig_12,100177.4.peg.581,633691,-1232,,299,1,
700unitig_12,100177.4.peg.582,636830,1772,,132,1,
700unitig_12,100177.4.peg.583,637159,323,,1342,1,
700unitig_12,100177.4.peg.584,638651,1031,,488,1,
700unitig_12,100177.4.peg.585,640438,1781,,136,1,
700unitig_12,100177.4.peg.586,642337,1895,,106,1,
700unitig_12,100177.4.peg.587,643108,758,,763,1,
700unitig_12,100177.4.peg.588,644480,968,,544,1,
700unitig_12,100177.4.peg.589,645540,1049,,465,1,
700unitig_12,100177.4.peg.59,59778,-1520,,198,1,
700unitig_12,100177.4.peg.590,646389,845,,677,1,
700unitig_12,100177.4.peg.591,646871,482,,1141,1,
700unitig_12,100177.4.peg.592,648670,1799,,28,1,
700unitig_12,100177.4.peg.593,649992,1316,,5001,1,
700unitig_12,100177.4.peg.594,651909,1745,,137,1,
700unitig_12,100177.4.peg.595,652543,629,,938,1,
700unitig_12,100177.4.peg.596,653978,1448,,226,1,
700unitig_12,100177.4.peg.597,653952,-533,,1088,1,
700unitig_12,100177.4.peg.598,655905,1322,,260,1,
700unitig_12,100177.4.peg.599,656693,782,,746,1,
700unitig_12,100177.4.peg.6,1953,-1367,,249,1,
700unitig_12,100177.4.peg.60,62608,1169,,365,1,
700unitig_12,100177.4.peg.600,657674,971,,531,1,
700unitig_12,100177.4.peg.601,659048,1343,,268,1,
700unitig_12,100177.4.peg.602,659066,-1331,,281,1,
700unitig_12,100177.4.peg.603,660412,-1391,,239,1,
700unitig_12,100177.4.peg.604,661872,-1592,,92,1,
700unitig_12,100177.4.peg.605,663487,-401,,5003,1,
700unitig_12,100177.4.peg.606,663895,-2765,,29,1,
700unitig_12,100177.4.peg.607,667784,785,,678,1,
700unitig_12,100177.4.peg.608,667911,-1007,,506,1,
700unitig_12,100177.4.peg.609,669811,788,,695,1,
700unitig_12,100177.4.peg.61,62620,-377,,1262,1,
700unitig_12,100177.4.peg.610,670970,989,,504,1,
700unitig_12,100177.4.peg.611,673602,2627,,40,1,
700unitig_12,100177.4.peg.612,673695,-596,,986,1,
700unitig_12,100177.4.peg.613,674373,-677,,872,1,
700unitig_12,100177.4.peg.615,675364,-272,,1305,1,
700unitig_12,100177.4.peg.616,677411,1631,,171,1,
700unitig_12,100177.4.peg.617,679126,1679,,153,1,
700unitig_12,100177.4.peg.618,681324,2084,,78,1,
700unitig_12,100177.4.peg.619,682288,617,,886,1,
700unitig_12,100177.4.peg.62,63382,272,,1483,1,
700unitig_12,100177.4.peg.620,682298,-860,,653,1,
700unitig_12,100177.4.peg.621,683158,-983,,541,1,
700unitig_12,100177.4.peg.622,684148,-458,,1161,1,
700unitig_12,100177.4.peg.623,685847,1139,,302,1,
700unitig_12,100177.4.peg.624,686070,-1013,,449,1,
700unitig_12,100177.4.peg.625,687100,-1508,,204,1,
700unitig_12,100177.4.peg.626,688613,-734,,807,1,
700unitig_12,100177.4.peg.627,689344,-929,,587,1,
700unitig_12,100177.4.peg.628,690282,-959,,557,1,
700unitig_12,100177.4.peg.629,691431,-1067,,433,1,
700unitig_12,100177.4.peg.63,63430,-2006,,88,1,
700unitig_12,100177.4.peg.630,693286,590,,987,1,
700unitig_12,100177.4.peg.631,693992,659,,817,1,
700unitig_12,100177.4.peg.632,694124,-887,,620,1,
700unitig_12,100177.4.peg.633,695051,-329,,1325,1,
700unitig_12,100177.4.peg.634,696377,887,,626,1,
700unitig_12,100177.4.peg.635,696622,-1358,,262,1,
700unitig_12,100177.4.peg.636,697983,-1148,,370,1,
700unitig_12,100177.4.peg.637,699128,-1046,,469,1,
700unitig_12,100177.4.peg.638,700185,-488,,1127,1,
700unitig_12,100177.4.peg.639,700670,-1091,,407,1,
700unitig_12,100177.4.peg.64,65430,-587,,998,1,
700unitig_12,100177.4.peg.640,701905,-794,,728,1,
700unitig_12,100177.4.peg.641,702674,-1040,,478,1,
700unitig_12,100177.4.peg.642,703711,-872,,594,1,
700unitig_12,100177.4.peg.643,704650,-800,,721,1,
700unitig_12,100177.4.peg.644,705600,-314,,1318,1,
700unitig_12,100177.4.peg.646,706415,-563,,899,1,
700unitig_12,100177.4.peg.647,707049,-797,,734,1,
700unitig_12,100177.4.peg.648,707859,-848,,602,1,
700unitig_12,100177.4.peg.649,709508,557,,1024,1,
700unitig_12,100177.4.peg.65,65999,-986,,482,1,
700unitig_12,100177.4.peg.650,710104,530,,1048,1,
700unitig_12,100177.4.peg.651,710468,311,,1349,1,
700unitig_12,100177.4.peg.652,710794,320,,1330,1,
700unitig_12,100177.4.peg.653,711045,251,,1460,1,
700unitig_12,100177.4.peg.654,712090,986,,508,1,
700unitig_12,100177.4.peg.655,712766,581,,996,1,
700unitig_12,100177.4.peg.656,713944,1181,,351,1,
700unitig_12,100177.4.peg.657,714269,350,,1303,1,
700unitig_12,100177.4.peg.658,714666,293,,1385,1,
700unitig_12,100177.4.peg.659,715370,548,,1062,1,
700unitig_12,100177.4.peg.66,66982,-1001,,503,1,
700unitig_12,100177.4.peg.660,715941,566,,1030,1,
700unitig_12,100177.4.peg.661,717263,1322,,286,1,
700unitig_12,100177.4.peg.662,719179,1919,,101,1,
700unitig_12,100177.4.peg.663,720672,1481,,208,1,
700unitig_12,100177.4.peg.664,721884,1103,,363,1,
700unitig_12,100177.4.peg.665,721881,-629,,940,1,
700unitig_12,100177.4.peg.666,722524,-608,,764,1,
700unitig_12,100177.4.peg.667,727618,4394,,11,1,
700unitig_12,100177.4.peg.668,730101,2465,,47,1,
700unitig_12,100177.4.peg.669,730659,536,,1052,1,
700unitig_12,100177.4.peg.67,67970,-899,,605,1,
700unitig_12,100177.4.peg.670,733522,2588,,43,1,
700unitig_12,100177.4.peg.671,734141,617,,958,1,
700unitig_12,100177.4.peg.672,734679,437,,1133,1,
700unitig_12,100177.4.peg.673,736141,1448,,209,1,
700unitig_12,100177.4.peg.674,738792,2648,,41,1,
700unitig_12,100177.4.peg.675,739182,362,,1253,1,
700unitig_12,100177.4.peg.676,740033,848,,648,1,
700unitig_12,100177.4.peg.677,740468,266,,1323,1,
700unitig_12,100177.4.peg.678,742656,2174,,72,1,
700unitig_12,100177.4.peg.679,744198,1535,,192,1,
700unitig_12,100177.4.peg.68,68876,-872,,627,1,
700unitig_12,100177.4.peg.680,745462,1289,,304,1,
700unitig_12,100177.4.peg.681,746526,1067,,344,1,
700unitig_12,100177.4.peg.682,747683,1127,,389,1,
700unitig_12,100177.4.peg.683,749196,1520,,195,1,
700unitig_12,100177.4.peg.684,750599,1406,,232,1,
700unitig_12,100177.4.peg.685,750625,-1172,,319,1,
700unitig_12,100177.4.peg.686,752067,152,,179,1,
700unitig_12,100177.4.peg.687,753465,1337,,235,1,
700unitig_12,100177.4.peg.688,754425,947,,520,1,
700unitig_12,100177.4.peg.689,755341,947,,564,1,
700unitig_12,100177.4.peg.69,69763,-992,,526,1,
700unitig_12,100177.4.peg.690,756737,1406,,218,1,
700unitig_12,100177.4.peg.691,757614,866,,645,1,
700unitig_12,100177.4.peg.692,758147,536,,1075,1,
700unitig_12,100177.4.peg.693,758387,200,,1488,1,
700unitig_12,100177.4.peg.694,759294,920,,582,1,
700unitig_12,100177.4.peg.695,759434,-371,,1287,1,
700unitig_12,100177.4.peg.696,760431,545,,1057,1,
700unitig_12,100177.4.peg.697,760424,-782,,719,1,
700unitig_12,100177.4.peg.698,761199,-515,,1096,1,
700unitig_12,100177.4.peg.699,761842,-2471,,48,1,
700unitig_12,100177.4.peg.7,3339,-506,,1101,1,
700unitig_12,100177.4.peg.70,70812,-626,,935,1,
700unitig_12,100177.4.peg.700,764316,-2549,,44,1,
700unitig_12,100177.4.peg.701,768183,1244,,330,1,
700unitig_12,100177.4.peg.702,771010,2840,,30,1,
700unitig_12,100177.4.peg.703,771979,935,,567,1,
700unitig_12,100177.4.peg.704,771976,-821,,680,1,
700unitig_12,100177.4.peg.705,772791,-3128,,26,1,
700unitig_12,100177.4.peg.706,775938,-2219,,66,1,
700unitig_12,100177.4.peg.707,778180,-1709,,147,1,
700unitig_12,100177.4.peg.708,782027,2000,,93,1,
700unitig_12,100177.4.peg.709,784882,2852,,33,1,
700unitig_12,100177.4.peg.71,71435,-1865,,111,1,
700unitig_12,100177.4.peg.710,788301,3464,,19,1,
700unitig_12,100177.4.peg.711,788318,-536,,1051,1,
700unitig_12,100177.4.peg.712,788832,-599,,978,1,
700unitig_12,100177.4.peg.713,789440,-1619,,174,1,
700unitig_12,100177.4.peg.714,792477,1229,,305,1,
700unitig_12,100177.4.peg.715,793513,983,,468,1,
700unitig_12,100177.4.peg.716,794976,1424,,228,1,
700unitig_12,100177.4.peg.72,73303,-1394,,247,1,
700unitig_12,100177.4.peg.73,75273,494,,1125,1,
700unitig_12,100177.4.peg.74,77174,1889,,112,1,
700unitig_12,100177.4.peg.75,78448,1271,,312,1,
700unitig_12,100177.4.peg.76,78851,401,,1241,1,
700unitig_12,100177.4.peg.77,79090,245,,1459,1,
700unitig_12,100177.4.peg.78,79074,-653,,870,1,
700unitig_12,100177.4.peg.79,79720,-413,,1204,1,
700unitig_12,100177.4.peg.8,3862,-290,,1369,1,
700unitig_12,100177.4.peg.80,80130,-260,,1359,1,
700unitig_12,100177.4.peg.81,80603,-347,,1313,1,
700unitig_12,100177.4.peg.82,80971,-200,,1570,1,
700unitig_12,100177.4.peg.83,81207,-560,,1042,1,
700unitig_12,100177.4.peg.84,82612,659,,903,1,
700unitig_12,100177.4.peg.85,83345,740,,789,1,
700unitig_12,100177.4.peg.86,83385,-809,,717,1,
700unitig_12,100177.4.peg.87,84191,-1139,,379,1,
700unitig_12,100177.4.peg.88,86739,1073,,429,1,
700unitig_12,100177.4.peg.89,87563,821,,655,1,
700unitig_12,100177.4.peg.9,4167,-449,,1173,1,
700unitig_12,100177.4.peg.90,89563,2003,,94,1,
700unitig_12,100177.4.peg.91,91814,2261,,57,1,
700unitig_12,100177.4.peg.92,91811,-1085,,410,1,
700unitig_12,100177.4.peg.93,92898,-1529,,189,1,
700unitig_12,100177.4.peg.94,95942,1238,,328,1,
700unitig_12,100177.4.peg.95,96930,935,,581,1,
700unitig_12,100177.4.peg.96,97902,971,,545,1,
700unitig_12,100177.4.peg.97,99866,1550,,173,1,
700unitig_12,100177.4.peg.98,99871,-569,,943,1,
700unitig_12,100177.4.peg.99,101329,836,,546,1,
700unitig_10,100177.5.peg.100,61147,-1778,,138,1,
700unitig_10,100177.5.peg.101,63930,890,,604,1,
700unitig_10,100177.5.peg.102,65169,1238,,332,1,
700unitig_10,100177.5.peg.103,65646,461,,1152,1,
700unitig_10,100177.5.peg.104,67139,1472,,214,1,
700unitig_10,100177.5.peg.105,69462,2315,,58,1,
700unitig_10,100177.5.peg.106,70019,560,,1023,1,
700unitig_10,100177.5.peg.108,71113,716,,435,1,
700unitig_10,100177.5.peg.109,72504,1409,,238,1,
700unitig_10,100177.5.peg.110,73386,845,,665,1,
700unitig_10,100177.5.peg.111,74411,1028,,452,1,
700unitig_10,100177.5.peg.112,75665,1253,,325,1,
700unitig_10,100177.5.peg.113,76350,695,,847,1,
700unitig_10,100177.5.peg.114,77600,1250,,326,1,
700unitig_10,100177.5.peg.115,77610,-1295,,298,1,
700unitig_10,100177.5.peg.116,78898,-350,,1307,1,
700unitig_10,100177.5.peg.117,80666,1268,,315,1,
700unitig_10,100177.5.peg.118,81279,425,,1205,1,
700unitig_10,100177.5.peg.119,82815,1535,,176,1,
700unitig_10,100177.5.peg.120,82845,-950,,556,1,
700unitig_10,100177.5.peg.121,83915,-1826,,126,1,
700unitig_10,100177.5.peg.122,85753,-971,,511,1,
700unitig_10,100177.5.peg.123,86795,-434,,1186,1,
700unitig_10,100177.5.peg.124,87251,-1832,,125,1,
700unitig_10,100177.5.peg.125,89111,-581,,956,1,
700unitig_10,100177.5.peg.126,89695,-1304,,287,1,
700unitig_10,100177.5.peg.127,91021,-1316,,144,1,
700unitig_10,100177.5.peg.129,92548,-197,,144,,
700unitig_10,100177.5.peg.131,93376,-248,,977,1,
700unitig_10,100177.5.peg.132,93681,-182,,977,,
700unitig_10,100177.5.peg.35,631,578,,934,1,
700unitig_10,100177.5.peg.36,736,-1019,,419,1,
700unitig_10,100177.5.peg.37,1743,-311,,207,,
700unitig_10,100177.5.peg.38,2063,-1244,,207,1,
700unitig_10,100177.5.peg.39,5152,1796,,113,1,
700unitig_10,100177.5.peg.40,5214,-1046,,455,1,
700unitig_10,100177.5.peg.41,6263,-1088,,393,1,
700unitig_10,100177.5.peg.42,7409,-857,,652,1,
700unitig_10,100177.5.peg.43,9139,770,,744,1,
700unitig_10,100177.5.peg.44,10148,1004,,518,1,
700unitig_10,100177.5.peg.45,10519,374,,1258,1,
700unitig_10,100177.5.peg.46,11371,848,,671,1,
700unitig_10,100177.5.peg.47,12112,740,,799,1,
700unitig_10,100177.5.peg.48,12698,593,,969,1,
700unitig_10,100177.5.peg.49,14679,1988,,95,1,
700unitig_10,100177.5.peg.50,14676,-620,,950,1,
700unitig_10,100177.5.peg.51,15300,-389,,1252,1,
700unitig_10,100177.5.peg.52,16763,965,,542,1,
700unitig_10,100177.5.peg.53,16760,-983,,535,1,
700unitig_10,100177.5.peg.54,17745,-512,,1107,1,
700unitig_10,100177.5.peg.55,18265,-1667,,157,1,
700unitig_10,100177.5.peg.56,19998,-1040,,457,1,
700unitig_10,100177.5.peg.57,21013,-1043,,456,1,
700unitig_10,100177.5.peg.58,22102,-590,,994,1,
700unitig_10,100177.5.peg.59,23905,1142,,384,1,
700unitig_10,100177.5.peg.60,23916,-731,,811,1,
700unitig_10,100177.5.peg.61,24648,-905,,578,1,
700unitig_10,100177.5.peg.62,26342,638,,913,1,
700unitig_10,100177.5.peg.63,27399,1049,,463,1,
700unitig_10,100177.5.peg.64,27385,-431,,1195,1,
700unitig_10,100177.5.peg.65,27806,-635,,929,1,
700unitig_10,100177.5.peg.66,28443,-980,,538,1,
700unitig_10,100177.5.peg.67,30957,1463,,212,1,
700unitig_10,100177.5.peg.68,31422,452,,1162,1,
700unitig_10,100177.5.peg.69,31497,-536,,1050,1,
700unitig_10,100177.5.peg.70,32103,-1880,,110,1,
700unitig_10,100177.5.peg.71,33983,-1802,,133,1,
700unitig_10,100177.5.peg.72,35806,-737,,768,1,
700unitig_10,100177.5.peg.73,36552,-1532,,196,1,
700unitig_10,100177.5.peg.74,38088,-1502,,203,1,
700unitig_10,100177.5.peg.75,40636,845,,641,1,
700unitig_10,100177.5.peg.76,40673,-671,,888,1,
700unitig_10,100177.5.peg.77,41355,-1037,,466,1,
700unitig_10,100177.5.peg.78,42389,-401,,1237,1,
700unitig_10,100177.5.peg.79,42817,-2450,,49,1,
700unitig_10,100177.5.peg.80,45899,545,,1074,1,
700unitig_10,100177.5.peg.81,45924,-368,,1284,1,
700unitig_10,100177.5.peg.82,46828,-170,,-1,,
700unitig_10,100177.5.peg.83,47747,677,,842,1,
700unitig_10,100177.5.peg.84,48513,701,,830,1,
700unitig_10,100177.5.peg.85,48510,-656,,851,1,
700unitig_10,100177.5.peg.86,49919,671,,891,1,
700unitig_10,100177.5.peg.87,50017,-362,,1289,1,
700unitig_10,100177.5.peg.88,50395,-761,,722,1,
700unitig_10,100177.5.peg.89,51158,-1181,,354,1,
700unitig_10,100177.5.peg.90,52365,-1007,,516,1,
700unitig_10,100177.5.peg.91,53443,-1970,,96,1,
700unitig_10,100177.5.peg.92,55410,-779,,758,1,
700unitig_10,100177.5.peg.93,56190,-458,,1156,1,
700unitig_10,100177.5.peg.94,56733,-353,,1308,1,
700unitig_10,100177.5.peg.95,57877,716,,824,1,
700unitig_10,100177.5.peg.96,57930,-1007,,446,1,
700unitig_10,100177.5.peg.97,58987,-947,,565,1,
700unitig_10,100177.5.peg.98,59931,-497,,1046,1,
700unitig_10,100177.5.peg.99,60464,-686,,852,1,
700_3,100177.6.peg.1,63529,845,,646,1,
700_3,100177.6.peg.10,55786,-725,,854,1,
700_3,100177.6.peg.11,54224,-1376,,313,1,
700_3,100177.6.peg.12,53203,-851,,636,1,
700_3,100177.6.peg.13,52086,-953,,473,1,
700_3,100177.6.peg.14,51908,239,,1551,1,
700_3,100177.6.peg.15,50804,-623,,880,1,
700_3,100177.6.peg.16,49665,-782,,673,1,
700_3,100177.6.peg.17,49355,-212,,1465,1,
700_3,100177.6.peg.18,47637,-1247,,316,1,
700_3,100177.6.peg.19,47635,566,,1028,1,
700_3,100177.6.peg.2,61404,-878,,623,1,
700_3,100177.6.peg.20,47072,935,,574,1,
700_3,100177.6.peg.21,46052,266,,1410,1,
700_3,100177.6.peg.22,45749,275,,1408,1,
700_3,100177.6.peg.23,45306,905,,575,1,
700_3,100177.6.peg.24,44358,563,,1039,1,
700_3,100177.6.peg.25,43756,1379,,234,1,
700_3,100177.6.peg.26,42368,218,,1514,1,
700_3,100177.6.peg.27,42157,491,,1128,1,
700_3,100177.6.peg.28,41630,428,,1214,1,
700_3,100177.6.peg.29,41205,1073,,443,1,
700_3,100177.6.peg.3,60445,-758,,608,,
700_3,100177.6.peg.30,40068,533,,1082,1,
700_3,100177.6.peg.31,39482,305,,1281,1,
700_3,100177.6.peg.32,39180,374,,1257,1,
700_3,100177.6.peg.33,38805,440,,1154,1,
700_3,100177.6.peg.34,38372,929,,571,1,
700_3,100177.6.peg.35,37426,611,,323,1,
700_3,100177.6.peg.36,36757,593,,979,1,
700_3,100177.6.peg.37,36152,1247,,294,1,
700_3,100177.6.peg.39,34552,608,,893,1,
700_3,100177.6.peg.4,60195,-161,,608,,
700_3,100177.6.peg.40,33778,698,,883,1,
700_3,100177.6.peg.41,32947,692,,883,,
700_3,100177.6.peg.42,32127,707,,883,,
700_3,100177.6.peg.43,31288,716,,883,,
700_3,100177.6.peg.44,28410,-1586,,159,1,
700_3,100177.6.peg.45,28327,536,,1084,1,
700_3,100177.6.peg.46,27649,194,,5054,1,
700_3,100177.6.peg.47,27299,434,,-1,,
700_3,100177.6.peg.48,26586,497,,-1,,
700_3,100177.6.peg.49,25787,1352,,263,1,
700_3,100177.6.peg.50,24431,593,,995,1,
700_3,100177.6.peg.51,23414,-296,,1344,1,
700_3,100177.6.peg.52,22457,-551,,1020,1,
700_3,100177.6.peg.53,21784,-569,,910,1,
700_3,100177.6.peg.54,21636,431,,318,1,
700_3,100177.6.peg.57,20541,548,,4,18,
700_3,100177.6.peg.58,19962,752,,3,2,
700_3,100177.6.peg.59,19234,584,,2,21,
700_3,100177.6.peg.6,59415,-233,,608,,
700_3,100177.6.peg.60,18602,1196,,1,21,
700_3,100177.6.peg.62,16826,920,,612,1,
700_3,100177.6.peg.63,15896,830,,701,1,
700_3,100177.6.peg.64,14866,365,,1231,1,
700_3,100177.6.peg.65,14511,377,,1213,1,
700_3,100177.6.peg.66,14137,179,,1671,1,
700_3,100177.6.peg.67,13935,1034,,487,1,
700_3,100177.6.peg.68,12825,611,,945,1,
700_3,100177.6.peg.69,12211,872,,642,1,
700_3,100177.6.peg.7,58373,-725,,608,,
700_3,100177.6.peg.70,11342,335,,1297,1,
700_3,100177.6.peg.71,10366,-470,,1148,1,
700_3,100177.6.peg.72,8706,-1259,,322,1,
